Domain,Area,Element,Item,Year,Unit,Value
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,59
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,54
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,62
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,65
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,73
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,67
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,73
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,77
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,79
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,82
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,80
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,86
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,90
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,77
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,82
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,82
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,87
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,90
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,101
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,96
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,87
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,87
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,91
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,86
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,92
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,90
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,83
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,88
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,90
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,102
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,99
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,92
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,99
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,99
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,105
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,96
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,89
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,98
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,98
Trade Indices,France,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,97
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,231
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,284
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,248
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,259
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,220
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,209
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,163
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,176
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,173
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,156
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,109
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,145
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,145
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,81
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,139
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,148
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,100
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,76
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,99
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,122
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,107
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,118
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,81
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,57
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,88
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,83
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,97
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,60
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,71
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,82
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,96
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,54
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,58
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,86
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,64
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,72
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,67
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,29
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,50
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,62
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,90
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,101
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,104
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,129
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,120
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,110
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,93
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,82
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,88
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,98
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,92
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,103
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2013,index,90
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2014,index,79
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2015,index,111
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2016,index,110
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2017,index,85
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2018,index,125
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2019,index,111
Trade Indices,French Polynesia,Export Quantity Index (2014-2016 = 100),Agricultural Products,2020,index,99
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1961,index,12
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1962,index,12
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1963,index,12
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1964,index,16
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1965,index,16
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1966,index,19
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1967,index,18
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1968,index,18
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1969,index,18
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1970,index,16
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1971,index,18
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1972,index,14
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1973,index,11
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1974,index,7
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1975,index,14
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1976,index,11
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1977,index,22
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1978,index,25
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1979,index,24
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1980,index,33
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1981,index,32
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1982,index,26
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1983,index,33
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1984,index,23
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1985,index,34
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1986,index,33
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1987,index,25
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1988,index,30
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1989,index,38
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1990,index,37
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1991,index,51
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1992,index,56
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1993,index,34
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1994,index,33
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1995,index,47
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1996,index,60
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1997,index,78
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1998,index,64
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,1999,index,70
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2000,index,37
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2001,index,69
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2002,index,61
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2003,index,34
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2004,index,52
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2005,index,106
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2006,index,99
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2007,index,79
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2008,index,84
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2009,index,77
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2010,index,80
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2011,index,79
Trade Indices,Gabon,Export Quantity Index (2014-2016 = 100),Agricultural Products,2012,index,83
